station_id,ogs1_lon,ogs1_lat,ogs2_lon,ogs2_lat,availability,meets_threshold
1,-73.970187,41.331642,-73.970187,40.776642,0.375,False
2,-118.261862,34.196398,-117.5904258330612,34.196398,0.9722222222222222,True
3,-94.75268663586394,30.412273,-94.75268663586394,29.302273,0.5555555555555556,False
4,-86.89938848873336,41.894294,-86.89938848873336,42.449294,0.5555555555555556,False
5,-121.01209471748942,47.490552,-121.01209471748942,46.935552,0.5555555555555556,False
6,-121.68954,37.776614,-121.68954,37.221614,0.8611111111111112,True
7,-112.49893,33.345176,-111.8341314863521,33.345176,0.9583333333333334,True
8,-96.11797724440218,33.321987,-97.43887075559782,33.321987,0.5555555555555556,False
9,-117.777207,34.230687,-118.44454964441798,34.230687,0.9722222222222222,True
10,-116.776117,33.023604,-116.11375418360474,33.023604,1.0,True
11,-122.97439,38.547429,-122.26970645365381,38.547429,0.8611111111111112,True
12,-81.11964030865153,25.061009,-81.11964030865153,25.616009,0.9444444444444444,True
13,-83.7999494335591,33.235034,-83.7999494335591,34.345034,0.7083333333333333,False
14,-71.394916,43.036718,-70.64188426213515,42.481718,0.5,False
15,-121.67233391304642,37.969672,-122.371546,37.414672,0.8611111111111112,True
16,-98.33409640427605,30.239513,-97.69127,30.794513,0.6597222222222221,False
17,-115.70272901334987,36.21413,-115.014398,35.65913,0.9166666666666666,True
18,-94.26070324838128,45.006121,-93.475228,44.451121,0.4375,False
19,-70.26693807587255,42.893551,-71.76956792412746,42.338551,0.5,False
20,-80.833832,34.691862,-81.51385377679895,34.691862,0.6597222222222221,False
21,-77.016517,38.349247,-77.73016125923398,39.459247,0.4375,False
22,-121.912488,37.647139,-121.21109322848062,37.647139,0.8611111111111112,True
23,-97.95170883592526,32.772119,-97.95170883592526,33.327119,0.75,True
24,-81.0955958183561,25.638535,-81.0955958183561,26.193535,0.8333333333333334,True
25,-81.323284,27.959391,-80.69126251150108,29.069391,0.8888888888888888,True
26,-98.520147,30.003671,-99.15790282748623,30.003671,0.6597222222222221,False
27,-112.65641629430809,41.222883,-111.19206370569191,40.667883,0.875,True
28,-83.00834809912443,27.893154,-83.00834809912443,27.338154,0.8611111111111112,True
29,-73.95064,41.190045,-73.95064,40.635045,0.375,False
30,-82.62901726109823,42.105452,-83.38421,42.660452,0.6666666666666667,False
31,-73.841209,41.209658,-73.841209,40.654658,0.375,False
32,-82.28444043624323,39.969875,-82.28444043624323,40.524875,0.4375,False
33,-81.06971692192045,27.204126,-81.06971692192045,26.649126,0.9166666666666667,True
34,-72.692218,40.943554,-71.95699398397574,40.943554,0.23611111111111116,False
35,-116.181571,34.856661,-115.50479049575645,34.856661,0.8958333333333334,True
36,-81.604957,41.555037,-80.86281945412378,41.555037,0.4444444444444444,False
37,-85.41312053904267,39.227976,-86.135794,39.782976,0.375,False
38,-120.63519818413765,39.005136,-120.63519818413765,38.450136,0.8611111111111112,True
39,-75.133346,40.009376,-74.40828126592005,40.009376,0.15972222222222232,False
40,-116.67000237740322,33.174828,-116.67000237740322,33.729828,1.0,True
41,-80.71046284443914,41.024757,-80.71046284443914,40.469757,0.5,False
42,-73.589414,41.284612,-73.589414,40.729612,0.375,False
43,-82.51128103338955,42.284664,-84.01262496661046,42.284664,0.6666666666666667,False
44,-87.34046531973736,41.852058,-88.086039,41.297058,0.4375,False
45,-104.15865329626332,39.76185,-104.881105,39.76185,0.9166666666666666,True
46,-79.33526133337584,35.234846,-79.33526133337584,35.789846,0.6111111111111112,False
47,-73.745753,41.707686,-73.745753,41.152686,0.5,False
48,-77.91906433609962,39.137381,-76.48706166390038,39.692381,0.4375,False
49,-86.78479,36.169129,-86.09685443013623,36.169129,0.5555555555555556,False
50,-96.579428,33.749494,-97.24308036666905,33.749494,0.7916666666666666,True
51,-90.446073,38.085688,-89.73506068071323,39.195688,0.5625,False
52,-72.575886,41.81697,-71.83072094164878,41.81697,0.3125,False
53,-76.09740752823839,39.654999000000004,-74.6429944717616,40.764999,0.375,False
54,-84.544187,39.196927,-83.82757922653343,39.196927,0.375,False
55,-73.339323186444,41.514698,-74.81013081355599,40.959698,0.375,False
56,-81.00465897717845,30.335245,-82.29156702282154,29.780245,0.8263888888888888,True
57,-121.951543,37.919479,-121.24755897790925,37.919479,0.8611111111111112,True
58,-121.62435490220147,45.547711,-122.417363,46.102711,0.5555555555555556,False
59,-89.2151120019097,34.629553,-89.894612,35.184553,0.6111111111111112,False
60,-158.201974,21.461365,-157.60524387776323,21.461365,0.6666666666666667,False
61,-73.67774549539573,40.439621,-73.67774549539573,40.994621,0.30555555555555547,False
62,-87.0564400675944,42.185968,-87.0564400675944,42.740968,0.4375,False
63,-83.90470323156845,33.384926,-83.90470323156845,34.494926,0.7083333333333333,False
64,-79.5345085374478,42.197759,-79.5345085374478,42.752759,0.5,False
65,-87.10403634135203,42.912643,-87.862312,43.467643,0.4375,False
66,-85.657624,38.189532,-84.95103770319822,38.189532,0.4375,False
67,-82.798066,28.460342,-82.798066,27.350342,0.9375,True
68,-73.44655,41.834055,-72.70755920859247,41.834055,0.4375,False
69,-73.51279956056841,41.3424,-73.51279956056841,40.7874,0.375,False
70,-76.36464203632343,39.575915,-76.36464203632343,39.020915,0.375,False
71,-70.43177971019323,42.726738,-71.93044028980678,42.171738,0.5,False
72,-73.81300843860943,41.413896,-74.547292,40.858896,0.375,False
73,-95.41487089996845,41.297091,-96.154066,40.742091,0.4375,False
74,-97.409401,35.554611,-96.72677844621528,35.554611,0.8958333333333334,True
75,-76.616569,39.443167,-75.89743421706243,39.443167,0.15972222222222232,False
76,-83.35618010782169,34.513756,-83.35618010782169,33.958756,0.7569444444444444,True
77,-76.560894,38.436617,-77.27541839844825,38.436617,0.4375,False
78,-118.46041084317191,34.358748,-118.46041084317191,34.913748,0.9722222222222222,True
79,-94.82233,39.438907,-94.82233,38.328907,0.30555555555555547,False
80,-111.783657,31.573037999999997,-111.12787638678564,31.573037999999997,1.0,True
81,-104.331706,39.644554,-103.61048128639051,39.644554,0.9166666666666666,True
82,-74.81147549518069,40.731375,-73.34572650481932,41.286375,0.30555555555555547,False
83,-76.610476,39.300032,-75.89281390071409,39.300032,0.15972222222222232,False
84,-86.896536,33.553444,-86.2301391802196,33.553444,0.5555555555555556,False
85,-76.848188,38.274278,-77.5610800906247,39.384278,0.4375,False
86,-77.700518,43.805347,-76.93805117675738,43.805347,0.5555555555555556,False
87,-93.62854776929943,39.560364,-95.05787423070056,38.450364,0.5,False
88,-121.33814907651056,46.496413,-121.33814907651056,47.051413,0.6111111111111112,False
89,-97.7848730033073,33.205132,-97.12114,33.760132,0.75,True
90,-119.655019,37.316006,-118.96181141802629,36.761006,0.8611111111111112,True
91,-94.3126035530153,41.684816,-93.568971,42.239816,0.5,False
92,-123.097615,44.998542,-122.30452462709991,46.108542,0.5555555555555556,False
93,-118.04864541988863,34.791629,-118.04864541988863,35.346629,0.9444444444444444,True
94,-90.17804014308065,43.067468,-89.417852,43.622468,0.30555555555555547,False
95,-120.93418741561763,47.499913,-120.93418741561763,48.054913,0.5,False
96,-71.940282,42.311693,-71.18928775513066,42.311693,0.375,False
97,-70.10993167979252,42.642708,-70.864909,42.642708,0.5,False
98,-84.78769116633276,42.477497,-85.547446,43.032497,0.5,False
99,-76.47444060549266,39.974029,-76.47444060549266,39.419029,0.375,False
100,-83.55826156096157,33.215661,-83.55826156096157,34.325661,0.7083333333333333,False
